	type	first_word	first_word_lemma	first_word_id	second_word	second_word_lemma	second_word_id	full_mwe	full_mwe_lemma	sentence
21879	ADP+NOUN	na	na	3	scenie	scena	4	na scenie	na scena	O godzinie 17.00 na scenie zagości zespół Dwa Kamraty , znany ze śląskich rozgłośni radiowych .
21885	ADP+NOUN	Przed	przed	0	sądem	sąd	1	Przed sądem	przed sąd	Przed sądem chce też udowodnić , że miał pieniądze na podwyżki dla lekarzy .
22106	ADP+NOUN	na	na	30	końcu	koniec	31	na końcu	na koniec	Najpierw propozycje składają same gwiazdy , dyskutują je z trenerami głosu , przedstawiają producentowi , producenci dyskutują ze sobą , potem ze stacją Polsat , potem z Radiem Zet , na końcu z Markiem Sierockim - czy Polak to kupi , czy nie .
22295	NOUN+NOUN	akt	akt	2	oskarżenia	oskarżenie	3	akt oskarżenia	akt oskarżenie	"Jak stwierdzał akt oskarżenia : "" Obowiązki swe porzucili pielęgniarze i pielęgniarki nawet w tych oddziałach , w których byli ciężko chorzy , furiaci oraz tam , gdzie byli podsądni oddani z mocy decyzji sądowej do szpitala na obserwację "" ."
22514	VERB+PRON	rzucała	rzucać	18	się	się	19	rzucała się	rzucać się	Dziś dyskutowaliśmy dyskutowali śmy w grupie o zakończeniu i czy właściwe jest , by pani w ostatniej scenie rzucała się z dachu wieżowca , a ponieważ trzon grupy znalazł się na Stwosza , więc kontynuowaliśmy kontynuowali śmy i tym sposobem Milena także poznała okrutny los niejakiej Lidki Borowskiej .
22663	VERB+PRON	mijają	mijać	1	się	się	2	mijają się	mijać się	Ludzie mijają się czasem latami bez słowa , chociaż mieszkają drzwi w drzwi , nieskorzy jesteśmy do poznawania się nawzajem , bardzo nam trudno się przełamać , powiedzieć coś więcej niż grzecznościowe formuły .
22954	ADP+NOUN	w	w	3	życiu	życie	4	w życiu	w życie	Sandra pierwszy raz w życiu jest na dworcu .
22978	NOUN+VERB	zdaniem	zdanie	30	ma	mieć	31	zdaniem ma	zdanie mieć	Jeżeli nawet fundamentalny moralny i cywilizacyjny dylemat dostępu do opieki medycznej i jej finansowania oraz system podatkowy i wydatki państwa sygnatariusze uważają za sprawy dla fachowców , to czemu ich zdaniem ma służyć polityka ?
22998	ADP+NOUN	przed	przed	7	sądem	sąd	8	przed sądem	przed sąd	Kierowca ciężarówki powiedział nam wczoraj , iż przed sądem będzie się domagał odszkodowania od zarządcy drogi .
23196	ADP+NOUN	W	w	0	stanie	stan	1	W stanie	w stan	W stanie obrzydzenia przyprawiającego o nowe mdłości nie zauważył nawet , że wielki ból zaczyna z wolna zanikać .
23279	VERB+PRON	ma	mieć	2	się	się	3	ma się	mieć się	Ale jak ma się takiego aniołka , to jakąś cenę trzeba za to zapłacić .
23294	ADP+NOUN	na	na	20	kontach	konto	21	na kontach	na konto	Mimo dużego zamieszania na rynku międzybankowym z powodu kryzysu zaufania , sektor przedsiębiorstw wydaje się dosyć odporny , bo zakumulował na kontach bankowych środki pieniężne , które stanowią teraz dogodną poduszkę płynnościową dla amortyzacji trudności z dostępem do finansowania zewnętrznego .
23320	NOUN+ADJ	ciąg	ciąg	23	dalszy	daleki	24	ciąg dalszy	ciąg daleki	"Czy po czystce wśród ambasadorów , których odwołano z powodu "" utraty zaufania "" , a konkretnie współpracy ze służbami specjalnymi , nastąpi ciąg dalszy zwolnień w MSZ ?"
23437	ADP+NOUN	w	w	19	gardło	gardło	20	w gardło	w gardło	Przyniosłem Przyniosł em z piwnicy albumy rodzinne , usiadłem usiadł em z flaszką whisky Canadian Club i waląc prosto w gardło złocisty napój , patrzyłem patrzył em na nasze zdjęcia , żeby odczarować tamten obraz .
23448	NOUN+VERB	prawo	prawo	20	ma	mieć	21	prawo ma	prawo mieć	Bo przecież - jak czytamy w uzasadnieniu do projektu rządowego - to Unia Europejska zdecydowała za nas , że takie prawo ma obowiązywać .
23554	VERB+PRON	zebrał	zebrać	21	się	się	22	zebrał się	zebrać się	Akurat wtedy , gdy kadrowicze rozpakowywali w Warszawie swój sprzęt po powrocie ze zgrupowania w Barsinghausen , w kościele w Kazimierzu zebrał się tłum wiernych , który modlił się o powodzenie naszej drużyny w zbliżających się mistrzostwach świata .
23586	VERB+PRON	ukazał	ukazać	7	się	się	8	ukazał się	ukazać się	Od 1930 roku , kiedy to potwór ukazał się po raz pierwszy , tysiące ludzi zapewniało , że go widziało .
23614	VERB+PRON	daj	dać	1	się	się	2	daj się	dać się	Nie daj się schwytać , nie daj się otropić .
23615	VERB+PRON	daj	dać	6	się	się	7	daj się	dać się	Nie daj się schwytać , nie daj się otropić .
23767	VERB+PRON	ciągnęła	ciągnąć	6	się	się	7	ciągnęła się	ciągnąć się	Potem przemawiali inni mówcy i debata ciągnęła się przez następną godzinę .
23786	VERB+PRON	spotkają	spotkać	3	się	się	4	spotkają się	spotkać się	Twoje dalekosiężne projekty spotkają się ze zrozumieniem najbliższej osoby .
23927	ADP+NOUN	z	z	43	końca	koniec	44	z końca	z koniec	"Z perspektywy tego czasu , który dzieli nas od tamtych gorących ostatnich dni sesji można już - i chyba trzeba - podjąć próbę bardziej spokojnej niż wówczas oceny tego , w jakiej mierze usprawiedliwiony był tamten niepokój i rozgoryczenie cechujące wszystkie prawie sprawozdania z końca trzeciej sesji ; jak duża była ta "" kropla goryczy "" na tle ustalającej się coraz bardziej świadomości o ogromnych , niezaprzeczalnych dotychczasowych osiągnięciach Soboru ."
24065	ADP+NOUN	w	w	21	oczy	oko	22	w oczy	w oko	- Nie mam śmiałości - krygował się nadal fryzjer - a mam wielką prośbę do pana literata - i spozierał niepewnie w oczy Stefana .
24076	ADP+NOUN	w	w	13	słowach	słowo	14	w słowach	w słowo	Zrozpaczona matka nie może sobie darować , że nie odczytała wezwania na pomoc w słowach dziecka .
24147	ADP+NOUN	w	w	11	oczach	oko	12	w oczach	w oko	To jakby płonęło mi 50 lat życia - opowiada ze łzami w oczach .
24252	ADJ+NOUN	dalszym	daleki	7	ciągu	ciąg	8	dalszym ciągu	daleki ciąg	Tymczasem mój lot nie ustawał i w dalszym ciągu nie wiedziałem wiedział em , w jaki sposób wrócić na ziemię .
24258	VERB+PRON	Znamy	znać	0	się	się	1	Znamy się	znać się	Znamy się od kilku lat , więc kiedy Krzysztof powiedział , że dostają klucze do własnego mieszkania na warszawskim Gocławiu , nie mieliśmy mieli śmy wątpliwości , że to właśnie my zajmiemy się aranżacją wnętrz .
24266	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	Policjanci będą mogli też dorabiać przy zabezpieczaniu imprez masowych w czasie wolnym od służby - za ich pracę płaciłby płacił by organizator imprezy .
24337	NOUN+NOUN	wotum	wotum	8	nieufności	nieufność	9	wotum nieufności	wotum nieufność	Nie złożyłem złożył em podpisu pod wnioskiem o wotum nieufności skierowanym do marszałka Sejmu .
24410	ADP+NOUN	w	w	8	oczach	oko	9	w oczach	w oko	Już bez strachu , z niedowierzaniem i błyskiem w oczach przekładała paczki z ręki do ręki .
24516	ADP+NOUN	do	do	12	dymisji	dymisja	13	do dymisji	do dymisja	Poseł Włodzimierz Wasiński sądzi , że zmiany w rządzie nie ograniczą się do dymisji wicepremiera Janusza Tomaszewskiego .
24674	VERB+PRON	spotkał	spotkać	11	się	się	12	spotkał się	spotkać się	- Informacje Bronisława Klimaszewskiego , jakoby 3 sierpnia 1994 r . spotkał się z Aleksandrem Kwaśniewskim w Juracie , są niezgodne z faktami .
24745	ADP+NOUN	w	w	8	czasie	czas	9	w czasie	w czas	Do 31 grudnia byli robotnicy przymusowi , którzy w czasie II wojny światowej byli zatrudnieni w placówkach Kościoła katolickiego w Niemczech , mogą składać wnioski o odszkodowania - przypomina fundacja Polsko - Niemieckie Pojednanie .
24792	VERB+PRON	Chwalą	chwalić	0	się	się	1	Chwalą się	chwalić się	Chwalą się nawzajem za te wspaniałe filmy , które zrobili .
24835	VERB+PRON	decydowało	decydować	9	się	się	10	decydowało się	decydować się	Remont miał być przeprowadzony w marcu , ale wówczas decydowało się , kto będzie nowym właścicielem tej kamienicy .
24990	ADP+NOUN	na	na	7	końcu	koniec	8	na końcu	na koniec	Ale jak płacimy , to się okaże na końcu - igra sobie Pan Marek z domysłami wątpiących .
25063	ADP+NOUN	z	z	13	ziemi	ziemia	14	z ziemi	z ziemia	A to znaczy , że tak czy inaczej na morze można patrzeć tylko z ziemi .
25069	ADP+NOUN	w	w	2	powietrze	powietrze	3	w powietrze	w powietrze	Później strzałami w powietrze sterroryzował kasjerkę i zmusił ją do wydania pieniędzy .
25131	ADP+NOUN	na	na	11	koncie	konto	12	na koncie	na konto	W efekcie ledwo wiąże koniec z końcem i nigdy nie miała na koncie więcej niż parę tysięcy dolarów .
25732	NOUN+VERB	górach	góra	6	jest	być	7	górach jest	góra być	Opiekun dzieciaków sądził , że w górach jest już wiosna .
25789	ADP+NOUN	w	w	15	czasie	czas	16	w czasie	w czas	Radny niezależny ( wcześniej SLD ) Tomasz Woźniak oskarżył publicznie S . Pastuszewskiego , że w czasie gdy ten był wiceprezydentem miasta skorzystał z darmowych robót pewnej firmy w zamian za przyspieszenie prywatyzacji kamienicy , którą była ona zainteresowana .
25951	ADP+NOUN	w	w	11	czasie	czas	12	w czasie	w czas	Niektóre z nich , pamiętając , jak wcześniej nieludzko traktowano je w czasie rozwiązania , dopiero po wprowadzeniu zmian zdecydowały się na drugie dziecko .
26119	VERB+PRON	daje	dawać	6	się	się	7	daje się	dawać się	Tuli się do wychowawczyni i nie daje się ukoić nawet za pomocą najładniejszego pluszaka .
26149	ADP+NOUN	w	w	12	powietrzu	powietrze	13	w powietrzu	w powietrze	Dławiąca wilgoć zmienia nas wszystkich w Bombaju w płazy oddychające wodą zawartą w powietrzu ; człowiek uczy się z tym żyć – i to żyć z zadowoleniem – albo wyjeżdża .
26195	ADP+NOUN	w	w	3	czasie	czas	4	w czasie	w czas	"Lech Wałęsa , w czasie spotkania z Prezydium Sejmu i Konwentem Seniorów : "" Proszę nie dotykać prezydenta , nie wchodzić mu na odcisk , bo jak przydzwonię , to będzie źle "" ."
26223	VERB+PRON	stosuje	stosować	20	się	się	21	stosuje się	stosować się	Zdecydowanie wolała , gdy , jak dawniej , mapa pojawiała na tle szklanej szyby niż tak jak teraz , kiedy stosuje się blue-box , więc palcem trafia w pustkę , a mapę widzi jedynie na monitorze .
26365	ADP+NOUN	z	z	2	prośbą	prośba	3	z prośbą	z prośba	Zgodnie też z prośbą młodzieży ( tej oraz innej ) będziemy się starali drukować niektóre materiały krajoznawcze ( m.in . mapy ) tak , aby można je było wyjąć z numeru bez szkody dla pozostałej jego części .
26392	ADP+NOUN	na	na	8	koniec	koniec	9	na koniec	na koniec	""" Gdyby ściany sali miały ręce - stwierdził na koniec - przyklasnęłyby przyklasnęły by niewątpliwie temu wyrokowi ."
26501	ADP+NOUN	w	w	17	życiu	życie	18	w życiu	w życie	- Nie trzeba dobrze znać Kaczyńskich , by przekonać się , że jest dla nich najważniejszą osobą w życiu - dodaje Szczypińska .
26544	VERB+PRON	trzymam	trzymać	17	się	się	18	trzymam się	trzymać się	Albo to była strasznie obrzydliwa fasolka i wtedy zrywam się z miejsca , podskakuję , wrzeszczę , trzymam się za usta , krzycząc : „ Zaraz będę haftował ! ” – to pewien sposób na aplauz widowni .
26604	VERB+PRON	spotkało	spotkać	5	się	się	6	spotkało się	spotkać się	"Jak co roku kilkaset osób spotkało się w warszawskiej kawiarni "" Rozdroże "" , gdzie po raz ósmy wręczono nagrody Kisiela ."
26758	VERB+PRON	uśmiecha	uśmiechać	6	się	się	7	uśmiecha się	uśmiechać się	- Mamy się czym pochwalić - uśmiecha się burmistrz .
26844	VERB+PRON	ukazuje	ukazywać	6	się	się	7	ukazuje się	ukazywać się	"W pewnej chwili na małym ekranie ukazuje się plansza : "" Przepraszamy za zakłócenia "" ."
26855	VERB+PRON	daj	dać	1	się	się	2	daj się	dać się	Nie daj się zbywać ogólnikami .
26876	VERB+PRON	decyduje	decydować	11	się	się	12	decyduje się	decydować się	To , czy i jakie włosy wyrosną na głowie człowieka , decyduje się już we wczesnym stadium rozwoju embrionalnego .
26988	ADP+NOUN	w	w	3	gardle	gardło	4	w gardle	w gardło	Coś dławiło mnie w gardle , ale powiedziałem powiedział em sobie , że nie będę przecież kota opłakiwał , więc z kamienną miną wyciągnąłem wyciągnął em odkurzacz i zacząłem zaczął em sprzątać .
27087	NOUN+NOUN	aktu	akt	9	oskarżenia	oskarżenie	10	aktu oskarżenia	akt oskarżenie	Proces nie zdążył się rozpocząć - nie odczytano bowiem aktu oskarżenia .
27103	ADP+NOUN	W	w	0	czasach	czas	1	W czasach	w czas	W czasach II wojny światowej wykorzystywane były m.in . takie maszyny , jak B-17 , B-24 , B-29 .
27119	ADP+NOUN	na	na	6	stanowisko	stanowisko	7	na stanowisko	na stanowisko	Wojciech Gąsienica - Byrcyn nie wróci na stanowisko dyrektora Tatrzańskiego Parku Narodowego , to już sprawa przesądzona .
27494	ADP+NOUN	w	w	10	powietrzu	powietrze	11	w powietrzu	w powietrze	Nawet wiatr zdawał się ten sam , bo podobnie wirowały w powietrzu resztki bawełny , a kartki z porzuconych kwitariuszy magazynowych wcale nie odfrunęły daleko .
27677	ADP+NOUN	w	w	15	życiu	życie	16	w życiu	w życie	Małgorzata Tusk , mama Kasi : - Uważamy z mężem , że Kasia powinna robić w życiu to , co lubi i co będzie sprawiać jej przyjemność .
27866	ADP+NOUN	z	z	9	nieba	niebo	10	z nieba	z niebo	- W Biłgoraju ludzie nigdy nie czekali na mannę z nieba - uważa poseł Henryk Wujec .
27965	ADP+NOUN	z	z	6	głowy	głowa	7	z głowy	z głowa	Zdarzenie z kamykiem nie wychodziło mu z głowy .
28137	ADP+NOUN	ze	z	10	wstydu	wstyd	11	ze wstydu	z wstyd	Po ujawnieniu prowokacji dr Łukasz K . zamiast czerwienić się ze wstydu , pozwał do sądu Janusza Miliszkiewicza , autora książek o dziełach sztuki , który wytknął mu niekompetencję .
28335	ADP+NOUN	w	w	25	gardle	gardło	26	w gardle	w gardło	- Niech pan zrobi , żeby moja Kasieńka stanęła w drzwiach i znowu mi zaśpiewała - pani Józefie , babci 7-letniej Kasi , głos grzęźnie w gardle .
28408	ADP+NOUN	w	w	1	czasach	czas	2	w czasach	w czas	Nawet w czasach hitlerowskiego szaleństwa starał się on wypełniać statutowe zadania .
28703	VERB+PRON	wyróżnia	wyróżniać	4	się	się	5	wyróżnia się	wyróżniać się	Według tego samego kryterium wyróżnia się dwa rodzaje urządzeń elektrotermicznych : bezpośrednie i pośrednie , których działanie opiera się odpowiednio na nagrzewaniu elektrycznym bezpośrednim i pośrednim .
28785	ADP+NOUN	w	w	9	czasie	czas	10	w czasie	w czas	Prokuratura podejrzewa posła Waldy Dzikowskiego o to , że w czasie , gdy był wójtem gminy Tarnowo Podgórne , poznański przedsiębiorca budowlany Marek Trzmielewski , odwdzięczając się za wygrane przetargi , za darmo przebudował mu dom .
29024	ADP+NOUN	w	w	3	oczy	oko	4	w oczy	w oko	Unikali patrzenia sobie w oczy , przełykając metaliczny smak śmierci .
